time,pitch,roll,yaw,ax,ay,az,gx,gy,gz,x,y,vx,vy
1732389390427,3.74486,-2.88236,-132.9,-0.0507164,-0.0661383,0.993246,0.059082,0.408447,0,-0.00195312,0.00195312,0,0
1732389390493,3.73819,-2.8654,-132.901,-0.0465498,-0.0661926,0.985487,-0.0195312,-0.324219,0,-0.00195312,0.00195312,0,0
1732389390556,3.75351,-2.85722,-132.901,-0.0427675,-0.0662546,0.989592,0.111816,0.0372314,0,-0.00195312,0.00195312,0,0
1732389390556,3.72745,-2.87061,-132.9,-0.0507593,-0.0583811,0.989462,-0.00952148,0.0388184,0,-0.00195312,0.00195312,0,0
1732389390614,3.7494,-2.87318,-132.901,-0.0584955,-0.0621405,0.989077,-0.0117188,-0.0198975,0,-0.00195312,0.00195312,0,0
1732389390614,3.73473,-2.85712,-132.901,-0.0504599,-0.0661335,0.985338,0.111328,-0.02771,0,-0.00195312,0.00195312,0,0
1732389390677,3.73456,-2.86781,-132.9,-0.0429811,-0.0623798,0.993631,0.0577393,0.28064,0,-0.00195312,0.00195312,0,0
1732389390739,3.73631,-2.88178,-132.9,-0.0507164,-0.0661383,0.993246,-0.00378418,0.284424,0,-0.00195312,0.00195312,0,0
1732389390739,3.74242,-2.86898,-132.901,-0.0507593,-0.0700178,0.997114,-0.00793457,0.0998535,0,-0.00195312,0.00195312,0,0
1732389390800,3.7453,-2.87324,-132.901,-0.0505886,-0.0661354,0.989292,0.0455322,-0.208374,0,-0.00195312,0.00195312,0,0
1732389390863,3.73283,-2.87447,-132.9,-0.04702,-0.0623226,0.997435,0.048584,-0.0197754,0,-0.00195312,0.00195312,0,0
1732389390863,3.76225,-2.87012,-132.901,-0.0506315,-0.070015,0.99316,0.108276,-0.149414,0,-0.00195312,0.00195312,0,0
1732389390925,3.73808,-2.88004,-132.9,-0.0465069,-0.0623131,0.981619,-0.131958,0.0447998,0,-0.00195312,0.00195312,0,0
1732389390987,3.75331,-2.88754,-132.9,-0.0508881,-0.0583839,0.993416,-0.00793457,0.032959,0,-0.00195312,0.00195312,0,0
1732389390987,3.76346,-2.87398,-132.901,-0.0543709,-0.0660744,0.985188,-0.00488281,0.221436,0,-0.00195312,0.00195312,0,0
1732389391050,3.77335,-2.8588,-132.901,-0.0465927,-0.0700722,0.989357,0.17688,0.153076,0,-0.00195312,0.00195312,0,0
1732389391050,3.77072,-2.87836,-132.901,-0.0467205,-0.0700741,0.993309,0.050293,-0.0258789,0,-0.00195312,0.00195312,0,0
1732389391113,3.7785,-2.87196,-132.901,-0.0469341,-0.0662003,0.997349,-0.00134277,0.276855,0,-0.00195312,0.00195312,0,0
1732389391175,3.77049,-2.88357,-132.901,-0.0506315,-0.0583792,0.98551,0.11377,-0.0354004,0,-0.00195312,0.00195312,0,0
1732389391175,3.76636,-2.88413,-132.901,-0.0505886,-0.0661354,0.989292,-0.13269,-0.151611,0,-0.00195312,0.00195312,0,0
1732389391235,3.7659,-2.89169,-132.9,-0.0427675,-0.0662546,0.989592,0.0517578,-0.0294189,0,-0.00195312,0.00195312,0,0
1732389391303,3.72495,-2.88386,-132.899,-0.0427246,-0.0623741,0.985723,-0.0675049,-0.0357666,0,-0.00195312,0.00195312,0,0
1732389391303,3.73483,-2.87483,-132.9,-0.0467634,-0.0623178,0.989527,-0.0112305,-0.220215,0,-0.00195312,0.00195312,0,0
1732389391366,3.72665,-2.86758,-132.9,-0.0508022,-0.0622606,0.99333,0.0548096,0.0922852,0,-0.00195312,0.00195312,0,0
1732389391423,3.73924,-2.87783,-132.9,-0.0428104,-0.0701342,0.99346,0.175293,0.02771,0,-0.00195312,0.00195312,0,0
1732389391485,3.71765,-2.88266,-132.899,-0.0468922,-0.0623198,0.993481,-0.0654297,0.15686,0,-0.00195312,0.00195312,0,0
1732389391485,3.73341,-2.8836,-132.9,-0.0508451,-0.0661402,0.997198,-0.0690918,-0.0296631,0,-0.00195312,0.00195312,0,0
1732389391551,3.74242,-2.87621,-132.9,-0.0545845,-0.0621996,0.989227,-0.0690918,-0.0296631,0,-0.00195312,0.00195312,0,0
1732389391551,3.75162,-2.86327,-132.901,-0.0466776,-0.0661945,0.989441,-0.0128174,-0.214111,0,-0.00195312,0.00195312,0,0
1732389391608,3.75752,-2.87617,-132.901,-0.0505028,-0.070013,0.989206,0.115356,0.0255127,0,-0.00195312,0.00195312,0,0
1732389391608,3.72617,-2.86987,-132.9,-0.0508451,-0.0661402,0.997198,-0.0065918,0.0292969,0,-0.00195312,0.00195312,0,0
1732389391672,3.75891,-2.86118,-132.901,-0.0505457,-0.0622559,0.985424,-0.0706787,-0.0905762,0,-0.00195312,0.00195312,0,0
1732389391738,3.7505,-2.84333,-132.902,-0.0468493,-0.0584402,0.989613,0.0477295,-0.281006,0,-0.00195312,0.00195312,0,0
1732389391796,3.76143,-2.84116,-132.902,-0.0544567,-0.0621967,0.985273,0.174805,-0.0372314,0,-0.00195312,0.00195312,0,0
